"Kunta","Vuosi","Kuntien tunnusluvut"
"Himanka",2007,3066
"Himanka",2008,3038
"Himanka",2009,3022
"Himanka",2010,0
"Himanka",2011,0
"Himanka",2012,0
"Himanka",2013,0
"Hirvensalmi",1986,2911
"Hirvensalmi",1987,2910
"Hirvensalmi",1988,2869
"Hirvensalmi",1989,2857
"Hirvensalmi",1990,2862
"Hirvensalmi",1991,2833
"Hirvensalmi",1992,2828
"Hirvensalmi",1993,2802
"Hirvensalmi",1994,2810
"Hirvensalmi",1995,2757
"Hirvensalmi",2004,2579
"Hirvensalmi",2005,2579
"Hirvensalmi",2006,2569
"Hirvensalmi",2007,2515
"Hirvensalmi",2008,2489
"Hirvensalmi",2009,2436
"Hirvensalmi",2010,2439
"Hirvensalmi",2011,2389
"Hirvensalmi",2012,2377
"Hirvensalmi",2013,2338
"Hollola",1986,18442
"Hollola",1987,18847
"Hollola",1988,19245
"Hollola",1989,19512
"Hollola",1990,19733
"Hollola",1991,19909
"Hollola",1992,20160
"Hollola",1993,20320
"Hollola",1994,20264
"Hollola",1995,20293
"Hollola",2004,20965
"Hollola",2005,21199
"Hollola",2006,21292
"Hollola",2007,21520
"Hollola",2008,21747
"Hollola",2009,21845
"Hollola",2010,21962
"Hollola",2011,22020
"Hollola",2012,22054
"Hollola",2013,21987
"Honkajoki",1986,2490
"Honkajoki",1987,2479
"Honkajoki",1988,2435
"Honkajoki",1989,2398
"Honkajoki",1990,2390
"Honkajoki",1991,2390
"Honkajoki",1992,2370
"Honkajoki",1993,2330
"Honkajoki",1994,2333
"Honkajoki",1995,2320
"Honkajoki",2004,2023
"Honkajoki",2005,2011
"Honkajoki",2006,1985
"Honkajoki",2007,1932
"Honkajoki",2008,1918
"Honkajoki",2009,1889
"Honkajoki",2010,1878
"Honkajoki",2011,1848
"Honkajoki",2012,1832
"Honkajoki",2013,1819
"Houtskari",1986,754
"Houtskari",1987,739
"Houtskari",1988,737
"Houtskari",1989,751
"Houtskari",1990,733
"Houtskari",1991,726
"Houtskari",1992,738
"Houtskari",1993,721
"Houtskari",1994,717
"Houtskari",1995,718
"Houtskari",2004,674
"Houtskari",2005,670
"Houtskari",2006,654
"Houtskari",2007,633
"Houtskari",2008,621
"Houtskari",2009,0
"Houtskari",2010,0
"Houtskari",2011,0
"Houtskari",2012,0
"Houtskari",2013,0
"Huittinen",1986,9449
"Huittinen",1987,9464
"Huittinen",1988,9481
"Huittinen",1989,9488
"Huittinen",1990,9490
"Huittinen",1991,9504
"Huittinen",1992,9521
"Huittinen",1993,9414
"Huittinen",1994,9439
"Huittinen",1995,9388
"Huittinen",2004,9109
"Huittinen",2005,9064
"Huittinen",2006,9055
"Huittinen",2007,9024
"Huittinen",2008,9027
"Huittinen",2009,10700
"Huittinen",2010,10663
"Huittinen",2011,10638
"Huittinen",2012,10623
"Huittinen",2013,10543
"Humppila",1986,2731
"Humppila",1987,2727
"Humppila",1988,2683
"Humppila",1989,2677
"Humppila",1990,2724
"Humppila",1991,2705
"Humppila",1992,2686
"Humppila",1993,2680
"Humppila",1994,2690
"Humppila",1995,2679
"Humppila",2004,2595
"Humppila",2005,2600
"Humppila",2006,2582
"Humppila",2007,2566
"Humppila",2008,2537
"Humppila",2009,2524
"Humppila",2010,2506
"Humppila",2011,2503
"Humppila",2012,2496
"Humppila",2013,2463
"Hyrynsalmi",1986,4225
"Hyrynsalmi",1987,4251
"Hyrynsalmi",1988,4192
"Hyrynsalmi",1989,4144
"Hyrynsalmi",1990,4106
"Hyrynsalmi",1991,4065
"Hyrynsalmi",1992,4033
"Hyrynsalmi",1993,3997
"Hyrynsalmi",1994,3940
"Hyrynsalmi",1995,3906
"Hyrynsalmi",2004,3148
"Hyrynsalmi",2005,3096
"Hyrynsalmi",2006,3015
"Hyrynsalmi",2007,2967
"Hyrynsalmi",2008,2877
"Hyrynsalmi",2009,2791
"Hyrynsalmi",2010,2736
"Hyrynsalmi",2011,2672
"Hyrynsalmi",2012,2603
"Hyrynsalmi",2013,2565
"Hyvinkää",1986,38734
"Hyvinkää",1987,38851
"Hyvinkää",1988,39190
"Hyvinkää",1989,39792
"Hyvinkää",1990,39989
"Hyvinkää",1991,40224
"Hyvinkää",1992,40354
"Hyvinkää",1993,40965
"Hyvinkää",1994,41089
"Hyvinkää",1995,41203
"Hyvinkää",2004,43523
"Hyvinkää",2005,43848
"Hyvinkää",2006,44310
"Hyvinkää",2007,44652
"Hyvinkää",2008,44987
"Hyvinkää",2009,45270
"Hyvinkää",2010,45489
"Hyvinkää",2011,45527
"Hyvinkää",2012,45592
"Hyvinkää",2013,46188
"Ii",1986,5411
"Ii",1987,5491
"Ii",1988,5551
"Ii",1989,5635
"Ii",1990,5722
"Ii",1991,5838
"Ii",1992,5993
"Ii",1993,6155
"Ii",1994,6207
"Ii",1995,6232
"Ii",2004,6632
"Ii",2005,6867
"Ii",2006,7004
"Ii",2007,9077
"Ii",2008,9177
"Ii",2009,9294
"Ii",2010,9382
"Ii",2011,9499
"Ii",2012,9574
"Ii",2013,9610
"Iisalmi",1986,23628
"Iisalmi",1987,23604
"Iisalmi",1988,23694
"Iisalmi",1989,23721
"Iisalmi",1990,23856
"Iisalmi",1991,23976
"Iisalmi",1992,23923
"Iisalmi",1993,23985
"Iisalmi",1994,24117
"Iisalmi",1995,24042
"Iisalmi",2004,22639
"Iisalmi",2005,22482
"Iisalmi",2006,22319
"Iisalmi",2007,22298
"Iisalmi",2008,22289
"Iisalmi",2009,22169
"Iisalmi",2010,22095
"Iisalmi",2011,22147
"Iisalmi",2012,22135
"Iisalmi",2013,22171
"Iitti",1986,7689
"Iitti",1987,7657
"Iitti",1988,7658
"Iitti",1989,7745
"Iitti",1990,7854
"Iitti",1991,7889
"Iitti",1992,7861
"Iitti",1993,7730
"Iitti",1994,7715
"Iitti",1995,7687
"Iitti",2004,7336
"Iitti",2005,7265
"Iitti",2006,7246
"Iitti",2007,7208
"Iitti",2008,7093
"Iitti",2009,7044
"Iitti",2010,7005
"Iitti",2011,7002
"Iitti",2012,6955
"Iitti",2013,6981
"Ikaalinen",1986,8184
"Ikaalinen",1987,8183
"Ikaalinen",1988,8201
"Ikaalinen",1989,8189
"Ikaalinen",1990,8192
"Ikaalinen",1991,8210
"Ikaalinen",1992,8223
"Ikaalinen",1993,8163
"Ikaalinen",1994,8164
"Ikaalinen",1995,8074
"Ikaalinen",2004,7569
"Ikaalinen",2005,7547
"Ikaalinen",2006,7511
"Ikaalinen",2007,7483
"Ikaalinen",2008,7453
"Ikaalinen",2009,7424
"Ikaalinen",2010,7428
"Ikaalinen",2011,7375
"Ikaalinen",2012,7346
"Ikaalinen",2013,7303
"Ilmajoki",1986,12020
"Ilmajoki",1987,12041
"Ilmajoki",1988,11977
"Ilmajoki",1989,12026
"Ilmajoki",1990,12031
"Ilmajoki",1991,12098
"Ilmajoki",1992,12127
"Ilmajoki",1993,12134
"Ilmajoki",1994,12077
"Ilmajoki",1995,12005
"Ilmajoki",2004,11760
"Ilmajoki",2005,11496
"Ilmajoki",2006,11532
"Ilmajoki",2007,11635
"Ilmajoki",2008,11680
"Ilmajoki",2009,11744
"Ilmajoki",2010,11841
"Ilmajoki",2011,11898
"Ilmajoki",2012,12022
"Ilmajoki",2013,12099
"Ilomantsi",1986,8467
"Ilomantsi",1987,8376
"Ilomantsi",1988,8276
"Ilomantsi",1989,8111
"Ilomantsi",1990,8075
"Ilomantsi",1991,8051
"Ilomantsi",1992,8002
"Ilomantsi",1993,7954
"Ilomantsi",1994,7907
"Ilomantsi",1995,7832
"Ilomantsi",2004,6538
"Ilomantsi",2005,6422
"Ilomantsi",2006,6313
"Ilomantsi",2007,6203
"Ilomantsi",2008,6052
"Ilomantsi",2009,6022
"Ilomantsi",2010,5883
"Ilomantsi",2011,5834
"Ilomantsi",2012,5693
"Ilomantsi",2013,5614
"Imatra",1986,35088
"Imatra",1987,34813
"Imatra",1988,34551
"Imatra",1989,34137
"Imatra",1990,33831
"Imatra",1991,33543
"Imatra",1992,33232
"Imatra",1993,32558
"Imatra",1994,32302
"Imatra",1995,32057
"Imatra",2004,29728
"Imatra",2005,29529
"Imatra",2006,29385
"Imatra",2007,29155
"Imatra",2008,28899
"Imatra",2009,28676
"Imatra",2010,28533
"Imatra",2011,28472
"Imatra",2012,28294
"Imatra",2013,28219
"Inari",1986,7223
"Inari",1987,7241
"Inari",1988,7281
"Inari",1989,7358
"Inari",1990,7374
"Inari",1991,7561
"Inari",1992,7687
"Inari",1993,7874
"Inari",1994,7855
"Inari",1995,7851
"Inari",2004,7084
"Inari",2005,7043
"Inari",2006,6986
"Inari",2007,6954
"Inari",2008,6866
"Inari",2009,6863
"Inari",2010,6778
"Inari",2011,6754
"Inari",2012,6732
"Inari",2013,6794
"Iniö",1986,265
"Iniö",1987,269
"Iniö",1988,264
"Iniö",1989,262
"Iniö",1990,262
"Iniö",1991,260
"Iniö",1992,254
"Iniö",1993,244
"Iniö",1994,252
"Iniö",1995,256
"Iniö",2004,253
"Iniö",2005,253
"Iniö",2006,253
"Iniö",2007,259
"Iniö",2008,250
"Iniö",2009,0
"Iniö",2010,0
"Iniö",2011,0
"Iniö",2012,0
"Iniö",2013,0
"Inkoo",1986,4379
"Inkoo",1987,4444
"Inkoo",1988,4473
"Inkoo",1989,4497
"Inkoo",1990,4620
"Inkoo",1991,4721
"Inkoo",1992,4814
"Inkoo",1993,4834
"Inkoo",1994,4835
"Inkoo",1995,4800
"Inkoo",2004,5152
"Inkoo",2005,5310
"Inkoo",2006,5378
"Inkoo",2007,5460
"Inkoo",2008,5575
"Inkoo",2009,5609
"Inkoo",2010,5546
"Inkoo",2011,5561
"Inkoo",2012,5538
"Inkoo",2013,5562
"Isojoki",1986,3069
"Isojoki",1987,3056
"Isojoki",1988,2985
"Isojoki",1989,2938
"Isojoki",1990,2903
"Isojoki",1991,2895
"Isojoki",1992,2861
"Isojoki",1993,2893
"Isojoki",1994,2893
"Isojoki",1995,2860
"Isojoki",2004,2592
"Isojoki",2005,2552
"Isojoki",2006,2540
"Isojoki",2007,2518
"Isojoki",2008,2458
"Isojoki",2009,2406
"Isojoki",2010,2400
"Isojoki",2011,2354
"Isojoki",2012,2290
"Isojoki",2013,2257
"Isokyrö",1986,5389
"Isokyrö",1987,5389
"Isokyrö",1988,5381
"Isokyrö",1989,5339
"Isokyrö",1990,5297
"Isokyrö",1991,5339
"Isokyrö",1992,5377
"Isokyrö",1993,5385
"Isokyrö",1994,5352
"Isokyrö",1995,5279
"Isokyrö",2004,5074
"Isokyrö",2005,5044
"Isokyrö",2006,5041
"Isokyrö",2007,5016
"Isokyrö",2008,4991
"Isokyrö",2009,4953
"Isokyrö",2010,4965
"Isokyrö",2011,4936
"Isokyrö",2012,4886
"Isokyrö",2013,4854
"Jaala",1986,2016
"Jaala",1987,1988
"Jaala",1988,1928
"Jaala",1989,1999
"Jaala",1990,1979
"Jaala",1991,2036
"Jaala",1992,2064
"Jaala",1993,2035
"Jaala",1994,2046
"Jaala",1995,2071
"Jaala",2004,1938
"Jaala",2005,1928
"Jaala",2006,1866
"Jaala",2007,1848
"Jaala",2008,1852
"Jaala",2009,0
"Jaala",2010,0
"Jaala",2011,0
"Jaala",2012,0
"Jaala",2013,0
"Jalasjärvi",1986,10235
"Jalasjärvi",1987,10231
"Jalasjärvi",1988,10147
"Jalasjärvi",1989,10049
"Jalasjärvi",1990,9943
"Jalasjärvi",1991,9840
"Jalasjärvi",1992,9840
"Jalasjärvi",1993,9823
"Jalasjärvi",1994,9761
"Jalasjärvi",1995,9618
"Jalasjärvi",2004,8691
"Jalasjärvi",2005,8631
"Jalasjärvi",2006,8532
"Jalasjärvi",2007,8495
"Jalasjärvi",2008,8343
"Jalasjärvi",2009,8277
"Jalasjärvi",2010,8214
"Jalasjärvi",2011,8130
"Jalasjärvi",2012,8071
"Jalasjärvi",2013,7987
"Jämijärvi",1986,2427
"Jämijärvi",1987,2426
"Jämijärvi",1988,2402
"Jämijärvi",1989,2395
"Jämijärvi",1990,2427
"Jämijärvi",1991,2418
"Jämijärvi",1992,2402
"Jämijärvi",1993,2421
"Jämijärvi",1994,2417
"Jämijärvi",1995,2399
"Jämijärvi",2004,2226
"Jämijärvi",2005,2183
"Jämijärvi",2006,2161
"Jämijärvi",2007,2149
"Jämijärvi",2008,2103
"Jämijärvi",2009,2063
"Jämijärvi",2010,2041
"Jämijärvi",2011,2003
"Jämijärvi",2012,1986
"Jämijärvi",2013,1971
"Jämsä",1986,12497
"Jämsä",1987,12435
"Jämsä",1988,12471
"Jämsä",1989,12562
"Jämsä",1990,12662
"Jämsä",1991,12777
"Jämsä",1992,12896
"Jämsä",1993,13105
"Jämsä",1994,13105
"Jämsä",1995,13085
"Jämsä",2004,15282
"Jämsä",2005,15164
"Jämsä",2006,15064
"Jämsä",2007,16005
"Jämsä",2008,15820
"Jämsä",2009,22949
"Jämsä",2010,22691
"Jämsä",2011,22507
"Jämsä",2012,22354
"Jämsä",2013,22138
"Jämsänkoski",1986,8152
"Jämsänkoski",1987,8107
"Jämsänkoski",1988,8050
"Jämsänkoski",1989,8087
"Jämsänkoski",1990,8129
"Jämsänkoski",1991,8088
"Jämsänkoski",1992,8120
"Jämsänkoski",1993,8082
"Jämsänkoski",1994,8039
"Jämsänkoski",1995,7951
"Jämsänkoski",2004,7524
"Jämsänkoski",2005,7490
"Jämsänkoski",2006,7480
"Jämsänkoski",2007,7393
"Jämsänkoski",2008,7347
"Jämsänkoski",2009,0
"Jämsänkoski",2010,0
"Jämsänkoski",2011,0
"Jämsänkoski",2012,0
"Jämsänkoski",2013,0
"Janakkala",1986,14852
"Janakkala",1987,14879
"Janakkala",1988,14780
"Janakkala",1989,14847
"Janakkala",1990,15168
"Janakkala",1991,15288
"Janakkala",1992,15443
"Janakkala",1993,15480
"Janakkala",1994,15509
"Janakkala",1995,15462
"Janakkala",2004,15661
"Janakkala",2005,15871
"Janakkala",2006,16115
"Janakkala",2007,16405
"Janakkala",2008,16589
"Janakkala",2009,16795
"Janakkala",2010,16892
"Janakkala",2011,16960
"Janakkala",2012,16921
"Janakkala",2013,16842
"Jäppilä",1986,1765
"Jäppilä",1987,1787
"Jäppilä",1988,1770
"Jäppilä",1989,1793
"Jäppilä",1990,1844
"Jäppilä",1991,1824
"Jäppilä",1992,1820
"Jäppilä",1993,1799
"Jäppilä",1994,1774
"Jäppilä",1995,1727
"Jäppilä",2004,0
"Jäppilä",2005,0
"Jäppilä",2006,0
"Jäppilä",2007,0
"Jäppilä",2008,0
"Jäppilä",2009,0
"Jäppilä",2010,0
"Jäppilä",2011,0
"Jäppilä",2012,0
"Jäppilä",2013,0
"Järvenpää",1986,27247
"Järvenpää",1987,27979
"Järvenpää",1988,29009
"Järvenpää",1989,30111
"Järvenpää",1990,30831
"Järvenpää",1991,31543
"Järvenpää",1992,32451
"Järvenpää",1993,34005
"Järvenpää",1994,34282
"Järvenpää",1995,34436
"Järvenpää",2004,37328
"Järvenpää",2005,37505
"Järvenpää",2006,37629
"Järvenpää",2007,37989
"Järvenpää",2008,38288
"Järvenpää",2009,38708
"Järvenpää",2010,38680
"Järvenpää",2011,38966
"Järvenpää",2012,39646
"Järvenpää",2013,39953
"Joensuu",1986,46860
"Joensuu",1987,47015
"Joensuu",1988,47119
"Joensuu",1989,47088
"Joensuu",1990,47215
"Joensuu",1991,47572
"Joensuu",1992,48175
"Joensuu",1993,49425
"Joensuu",1994,50110
"Joensuu",1995,50431
"Joensuu",2004,52738
"Joensuu",2005,57858
"Joensuu",2006,57797
"Joensuu",2007,57677
"Joensuu",2008,58075
"Joensuu",2009,72704
"Joensuu",2010,73305
"Joensuu",2011,73758
"Joensuu",2012,74168
"Joensuu",2013,74471
"Jokioinen",1986,5373
"Jokioinen",1987,5434
"Jokioinen",1988,5448
"Jokioinen",1989,5440
"Jokioinen",1990,5532
"Jokioinen",1991,5571
"Jokioinen",1992,5581
"Jokioinen",1993,5661
"Jokioinen",1994,5610
"Jokioinen",1995,5675
"Jokioinen",2004,5731
"Jokioinen",2005,5754
"Jokioinen",2006,5725
"Jokioinen",2007,5768
"Jokioinen",2008,5767
"Jokioinen",2009,5753
"Jokioinen",2010,5720
"Jokioinen",2011,5676
"Jokioinen",2012,5643
"Jokioinen",2013,5595
"Jomala",1986,2838
"Jomala",1987,2861
"Jomala",1988,2872
"Jomala",1989,2924
"Jomala",1990,2967
"Jomala",1991,3022
"Jomala",1992,3071
"Jomala",1993,3129
"Jomala",1994,3150
"Jomala",1995,3156
"Jomala",2004,3508
"Jomala",2005,3614
"Jomala",2006,3664
"Jomala",2007,3774
"Jomala",2008,3917
"Jomala",2009,4022
"Jomala",2010,4098
"Jomala",2011,4249
"Jomala",2012,4355
"Jomala",2013,4424
"Joroinen",1986,6273
"Joroinen",1987,6305
"Joroinen",1988,6300
"Joroinen",1989,6363
"Joroinen",1990,6388
"Joroinen",1991,6404
"Joroinen",1992,6395
"Joroinen",1993,6339
"Joroinen",1994,6306
"Joroinen",1995,6223
"Joroinen",2004,5645
"Joroinen",2005,5619
"Joroinen",2006,5596
"Joroinen",2007,5495
"Joroinen",2008,5476
"Joroinen",2009,5423
"Joroinen",2010,5394
"Joroinen",2011,5342
"Joroinen",2012,5291
"Joroinen",2013,5213
"Joutsa",1986,4633
"Joutsa",1987,4590
"Joutsa",1988,4574
"Joutsa",1989,4521
"Joutsa",1990,4572
"Joutsa",1991,4582
"Joutsa",1992,4680
"Joutsa",1993,4632
"Joutsa",1994,4586
"Joutsa",1995,4546
"Joutsa",2004,4045
"Joutsa",2005,4058
"Joutsa",2006,4053
"Joutsa",2007,4045
"Joutsa",2008,5122
"Joutsa",2009,5093
"Joutsa",2010,5053
"Joutsa",2011,4958
"Joutsa",2012,4898
"Joutsa",2013,4857
"Joutseno",1986,11868
"Joutseno",1987,11757
"Joutseno",1988,11713
"Joutseno",1989,11712
"Joutseno",1990,11872
"Joutseno",1991,11959
"Joutseno",1992,11989
"Joutseno",1993,11803
"Joutseno",1994,11714
"Joutseno",1995,11545
"Joutseno",2004,10808
"Joutseno",2005,10849
"Joutseno",2006,10851
"Joutseno",2007,10750
"Joutseno",2008,10656
"Joutseno",2009,0
"Joutseno",2010,0
"Joutseno",2011,0
"Joutseno",2012,0
"Joutseno",2013,0
"Juankoski",1986,6846
"Juankoski",1987,6813
"Juankoski",1988,6735
"Juankoski",1989,6673
"Juankoski",1990,6623
"Juankoski",1991,6581
"Juankoski",1992,6543
"Juankoski",1993,6457
"Juankoski",1994,6392
"Juankoski",1995,6290
"Juankoski",2004,5622
"Juankoski",2005,5583
"Juankoski",2006,5508
"Juankoski",2007,5454
"Juankoski",2008,5374
"Juankoski",2009,5273
"Juankoski",2010,5170
"Juankoski",2011,5146
"Juankoski",2012,5093
"Juankoski",2013,4995
"Jurva",1986,5551
"Jurva",1987,5501
"Jurva",1988,5493
"Jurva",1989,5442
"Jurva",1990,5398
"Jurva",1991,5319
"Jurva",1992,5318
"Jurva",1993,5250
"Jurva",1994,5210
"Jurva",1995,5132
"Jurva",2004,4561
"Jurva",2005,4486
"Jurva",2006,4434
"Jurva",2007,4368
"Jurva",2008,4286
"Jurva",2009,0
"Jurva",2010,0
"Jurva",2011,0
"Jurva",2012,0
"Jurva",2013,0
"Juuka",1986,7615
"Juuka",1987,7528
"Juuka",1988,7498
"Juuka",1989,7414
"Juuka",1990,7385
"Juuka",1991,7313
"Juuka",1992,7331
"Juuka",1993,7247
"Juuka",1994,7149
"Juuka",1995,7065
"Juuka",2004,6177
"Juuka",2005,6034
"Juuka",2006,5940
"Juuka",2007,5832
"Juuka",2008,5762
"Juuka",2009,5705
"Juuka",2010,5589
"Juuka",2011,5453
"Juuka",2012,5324
"Juuka",2013,5203
"Juupajoki",1986,2494
"Juupajoki",1987,2494
"Juupajoki",1988,2458
"Juupajoki",1989,2466
"Juupajoki",1990,2500
"Juupajoki",1991,2532
"Juupajoki",1992,2531
"Juupajoki",1993,2513
"Juupajoki",1994,2491
"Juupajoki",1995,2452
"Juupajoki",2004,2275
"Juupajoki",2005,2224
"Juupajoki",2006,2205
"Juupajoki",2007,2206
"Juupajoki",2008,2173
"Juupajoki",2009,2116
"Juupajoki",2010,2094
"Juupajoki",2011,2046
"Juupajoki",2012,2023
"Juupajoki",2013,2039
"Juva",1986,8799
"Juva",1987,8665
"Juva",1988,8568
"Juva",1989,8468
"Juva",1990,8454
"Juva",1991,8432
"Juva",1992,8380
"Juva",1993,8327
"Juva",1994,8275
"Juva",1995,8172
"Juva",2004,7403
"Juva",2005,7369
"Juva",2006,7324
"Juva",2007,7213
"Juva",2008,7135
"Juva",2009,7064
"Juva",2010,6962
"Juva",2011,6902
"Juva",2012,6783
"Juva",2013,6684
"Jyväskylä",1986,65291
"Jyväskylä",1987,65511
"Jyväskylä",1988,65771
"Jyväskylä",1989,66237
"Jyväskylä",1990,66431
"Jyväskylä",1991,66557
"Jyväskylä",1992,67044
"Jyväskylä",1993,71842
"Jyväskylä",1994,73083
"Jyväskylä",1995,74072
"Jyväskylä",2004,83582
"Jyväskylä",2005,84434
"Jyväskylä",2006,84739
"Jyväskylä",2007,85402
"Jyväskylä",2008,86519
"Jyväskylä",2009,129623
"Jyväskylä",2010,130816
"Jyväskylä",2011,132062
"Jyväskylä",2012,133482
"Jyväskylä",2013,134658
"Jyväskylän mlk",1986,26532
"Jyväskylän mlk",1987,26814
"Jyväskylän mlk",1988,27081
"Jyväskylän mlk",1989,27442
"Jyväskylän mlk",1990,28126
"Jyväskylän mlk",1991,28720
"Jyväskylän mlk",1992,29272
"Jyväskylän mlk",1993,30066
"Jyväskylän mlk",1994,30199
"Jyväskylän mlk",1995,30435
"Jyväskylän mlk",2004,34407
"Jyväskylän mlk",2005,34774
"Jyväskylän mlk",2006,35452
"Jyväskylän mlk",2007,36100
"Jyväskylän mlk",2008,36448
"Jyväskylän mlk",2009,0
"Jyväskylän mlk",2010,0
"Jyväskylän mlk",2011,0
"Jyväskylän mlk",2012,0
"Jyväskylän mlk",2013,0
"Kaarina",1986,16347
"Kaarina",1987,16596
"Kaarina",1988,16926
"Kaarina",1989,17182
"Kaarina",1990,17796
"Kaarina",1991,18199
"Kaarina",1992,18400
"Kaarina",1993,18875
"Kaarina",1994,18957
"Kaarina",1995,19088
"Kaarina",2004,21568
"Kaarina",2005,21943
"Kaarina",2006,22219
"Kaarina",2007,22526
"Kaarina",2008,22776
"Kaarina",2009,30760
"Kaarina",2010,30911
"Kaarina",2011,31081
"Kaarina",2012,31363
"Kaarina",2013,31798
"Kaavi",1986,4393
"Kaavi",1987,4333
"Kaavi",1988,4271
"Kaavi",1989,4266
"Kaavi",1990,4264
"Kaavi",1991,4230
"Kaavi",1992,4222
"Kaavi",1993,4197
"Kaavi",1994,4146
"Kaavi",1995,4085
"Kaavi",2004,3630
"Kaavi",2005,3596
"Kaavi",2006,3552
"Kaavi",2007,3490
"Kaavi",2008,3457
"Kaavi",2009,3429
"Kaavi",2010,3377
"Kaavi",2011,3385
"Kaavi",2012,3315
"Kaavi",2013,3261
"Kajaani",1986,36014
"Kajaani",1987,36117
"Kajaani",1988,36034
"Kajaani",1989,35961
"Kajaani",1990,36112
"Kajaani",1991,36417
"Kajaani",1992,36564
"Kajaani",1993,36814
"Kajaani",1994,36859
"Kajaani",1995,36860
"Kajaani",2004,35675
"Kajaani",2005,35562
"Kajaani",2006,35439
"Kajaani",2007,38089
"Kajaani",2008,38132
"Kajaani",2009,38211
"Kajaani",2010,38157
"Kajaani",2011,38045
"Kajaani",2012,37973
"Kajaani",2013,37868
"Kalajoki",1986,9183
"Kalajoki",1987,9179
"Kalajoki",1988,9250
"Kalajoki",1989,9312
"Kalajoki",1990,9334
"Kalajoki",1991,9374
"Kalajoki",1992,9418
"Kalajoki",1993,9448
"Kalajoki",1994,9472
"Kalajoki",1995,9438
"Kalajoki",2004,9152
"Kalajoki",2005,9198
"Kalajoki",2006,9278
"Kalajoki",2007,9421
"Kalajoki",2008,9497
"Kalajoki",2009,9518
"Kalajoki",2010,12562
"Kalajoki",2011,12616
"Kalajoki",2012,12625
"Kalajoki",2013,12644
"Kälviä",1986,4300
"Kälviä",1987,4323
"Kälviä",1988,4361
"Kälviä",1989,4393
"Kälviä",1990,4430
"Kälviä",1991,4504
"Kälviä",1992,4627
"Kälviä",1993,4687
"Kälviä",1994,4658
"Kälviä",1995,4651
"Kälviä",2004,4510
"Kälviä",2005,4483
"Kälviä",2006,4521
"Kälviä",2007,4553
"Kälviä",2008,4593
"Kälviä",2009,0
"Kälviä",2010,0
"Kälviä",2011,0
"Kälviä",2012,0
"Kälviä",2013,0
"Kalvola",1986,3471
"Kalvola",1987,3481
"Kalvola",1988,3443
"Kalvola",1989,3477
"Kalvola",1990,3504
"Kalvola",1991,3529
"Kalvola",1992,3543
"Kalvola",1993,3488
"Kalvola",1994,3478
"Kalvola",1995,3454
"Kalvola",2004,3435
"Kalvola",2005,3461
"Kalvola",2006,3480
"Kalvola",2007,3528
"Kalvola",2008,3586
"Kalvola",2009,0
"Kalvola",2010,0
"Kalvola",2011,0
"Kalvola",2012,0
"Kalvola",2013,0
"Kangasala",1986,20144
"Kangasala",1987,20236
"Kangasala",1988,20412
"Kangasala",1989,20490
"Kangasala",1990,20794
"Kangasala",1991,21066
"Kangasala",1992,21214
"Kangasala",1993,21725
"Kangasala",1994,21673
"Kangasala",1995,21714
"Kangasala",2004,23910
"Kangasala",2005,26807
"Kangasala",2006,27303
"Kangasala",2007,27733
"Kangasala",2008,28227
"Kangasala",2009,28466
"Kangasala",2010,28635
"Kangasala",2011,29891
"Kangasala",2012,30126
"Kangasala",2013,30345
"Kangaslampi",1986,1862
"Kangaslampi",1987,1860
"Kangaslampi",1988,1853
"Kangaslampi",1989,1849
"Kangaslampi",1990,1864
"Kangaslampi",1991,1854
"Kangaslampi",1992,1832
"Kangaslampi",1993,1824
"Kangaslampi",1994,1764
"Kangaslampi",1995,1770
"Kangaslampi",2004,1594
"Kangaslampi",2005,0
"Kangaslampi",2006,0
"Kangaslampi",2007,0
"Kangaslampi",2008,0
"Kangaslampi",2009,0
"Kangaslampi",2010,0
"Kangaslampi",2011,0
"Kangaslampi",2012,0
"Kangaslampi",2013,0
"Kangasniemi",1986,7403
"Kangasniemi",1987,7383
"Kangasniemi",1988,7320
"Kangasniemi",1989,7259
"Kangasniemi",1990,7264
"Kangasniemi",1991,7263
"Kangasniemi",1992,7228
"Kangasniemi",1993,7191
"Kangasniemi",1994,7134
"Kangasniemi",1995,7081
"Kangasniemi",2004,6315
"Kangasniemi",2005,6251
"Kangasniemi",2006,6215
"Kangasniemi",2007,6131
"Kangasniemi",2008,6091
"Kangasniemi",2009,6024
"Kangasniemi",2010,5964
"Kangasniemi",2011,5865
"Kangasniemi",2012,5839
"Kangasniemi",2013,5801
"Kankaanpää",1986,13646
"Kankaanpää",1987,13652
"Kankaanpää",1988,13587
"Kankaanpää",1989,13627
"Kankaanpää",1990,13574
"Kankaanpää",1991,13521
"Kankaanpää",1992,13492
"Kankaanpää",1993,13580
"Kankaanpää",1994,13510
"Kankaanpää",1995,13466
"Kankaanpää",2004,12692
"Kankaanpää",2005,12618
"Kankaanpää",2006,12578
"Kankaanpää",2007,12405
"Kankaanpää",2008,12314
"Kankaanpää",2009,12224
"Kankaanpää",2010,12135
"Kankaanpää",2011,12078
"Kankaanpää",2012,11957
"Kankaanpää",2013,11972
"Kannonkoski",1986,2076
"Kannonkoski",1987,2029
"Kannonkoski",1988,2010
"Kannonkoski",1989,1981
"Kannonkoski",1990,1919
"Kannonkoski",1991,1946
"Kannonkoski",1992,1922
"Kannonkoski",1993,1891
"Kannonkoski",1994,1882
